"","RRA_id","x","y","dist_TO_cityhall"
"374",453,-79.08739845,43.86612997,33565.2704855762
"375",464,-79.13346073,43.77808591,24444.5382578473
"376",465,-79.72263094,43.74208129,28947.4577357775
"377",466,-79.68723397,43.67780782,24536.6591993465
"378",467,-79.68723397,43.67780782,24536.6591993465
"379",469,-79.69221378,43.67630654,24917.576291413
"380",470,-79.69221378,43.67630654,24917.576291413
"381",471,-79.69221378,43.67630654,24917.576291413
"382",472,-79.69274979,43.67655265,24963.2133846805
"383",473,-79.69274979,43.67655265,24963.2133846805
"384",474,-79.69274979,43.67655265,24963.2133846805
"385",475,-79.69274979,43.67655265,24963.2133846805
"386",476,-79.69339921,43.67640611,25013.5403346396
"387",477,-79.69339921,43.67640611,25013.5403346396
"388",482,-79.15545601,43.90261795,33229.380614153
"389",483,-79.15545601,43.90261795,33229.380614153
"390",486,-79.62517632,43.87268024,31128.5834579158
"391",487,-79.62322468,43.87008409,30805.3759187568
"392",488,-79.58822246,43.83617925,26108.6216281111
"393",489,-79.58822246,43.83617925,26108.6216281111
"394",492,-79.88692433,43.93754682,51251.5029648194
"395",493,-79.88692433,43.93754682,51251.5029648194
"396",508,-79.7853679,43.77559697,34995.6479059285
"397",509,-79.7853679,43.77559697,34995.6479059285
"398",510,-79.78417947,43.7755301,34904.7595367313
"399",511,-79.48413846,43.86663266,25026.2127664717
"400",512,-79.62307107,43.84116402,28357.0154799004
"401",513,-79.62307107,43.84116402,28357.0154799004
"402",514,-79.62252492,43.84145712,28351.3161889087
"403",526,-79.22171191,43.84269203,24751.4619127709
"404",527,-79.22171191,43.84269203,24751.4619127709
"405",528,-79.21777686,43.8412139,24780.9175156862
"406",529,-79.21777686,43.8412139,24780.9175156862
"407",530,-79.21420489,43.7860133,20085.8339040413
"408",531,-79.21420489,43.7860133,20085.8339040413
"409",532,-79.32939336,43.73874677,10448.6695633164
"410",537,-79.68243042,43.86970622,33944.2331639229
"411",538,-79.67628525,43.86362488,33117.9986474449
"412",539,-79.50610072,43.88963225,28026.8584332836
"413",540,-79.63526661,43.92435456,36246.0585613751
"414",541,-79.63526661,43.92435456,36246.0585613751
"415",542,-79.63526661,43.92435456,36246.0585613751
"416",550,-79.74347857,43.77803226,32035.0173607814
"417",551,-79.74347857,43.77803226,32035.0173607814
"418",553,-79.32709873,43.64117552,4782.44561494039
"419",554,-79.32709873,43.64117552,4782.44561494039
"420",555,-79.32709873,43.64117552,4782.44561494039
"421",556,-79.32709873,43.64117552,4782.44561494039
"422",558,-79.83911675,43.94699444,48979.0709619559
"423",559,-79.83911675,43.94699444,48979.0709619559
"424",560,-79.85553862,43.95259561,50377.1732692519
"425",561,-79.85553862,43.95259561,50377.1732692519
"426",564,-79.85130102,43.95850565,50559.3252874922
"427",565,-79.83799628,43.94854766,49027.1098354464
"428",566,-79.83799628,43.94854766,49027.1098354464
"429",567,-78.99662138,43.8282549,36692.4500747111
"430",568,-78.99662138,43.8282549,36692.4500747111
"431",569,-78.99662138,43.8282549,36692.4500747111
"432",571,-79.92907385,43.9513805,54866.5780331134
"433",572,-79.92907385,43.9513805,54866.5780331134
"434",573,-79.92907385,43.9513805,54866.5780331134
"435",574,-79.39319389,43.92707963,30430.4209496134
"436",575,-79.39319389,43.92707963,30430.4209496134
"437",576,-79.14766821,43.83754563,27917.7290552575
"438",577,-79.15603158,43.84131132,27778.2460583724
"439",578,-79.15603158,43.84131132,27778.2460583724
"440",579,-79.15603158,43.84131132,27778.2460583724
"441",582,-79.28918351,43.86076471,24274.3086025435
"442",583,-79.28918351,43.86076471,24274.3086025435
"443",584,-79.28934934,43.86092779,24287.3494464843
"444",585,-79.28934934,43.86092779,24287.3494464843
"445",590,-79.29077624,43.89708597,28102.560995357
"446",591,-79.28159549,43.89246423,27816.6570046776
"447",592,-79.29600502,43.89678673,27961.4251052836
"448",593,-79.30870445,43.98705476,37579.8257489126
"449",594,-79.30856548,43.98713919,37590.8855714171
"450",595,-79.79487195,43.72184882,33896.306145432
"451",597,-79.10357867,43.87371199,33270.3391149057
"452",598,-79.10521699,43.87209452,33049.1135890757
"453",599,-79.11364535,43.88444577,33629.5530150441
"454",600,-79.11364535,43.88444577,33629.5530150441
"455",612,-79.31498,43.87254,24980.5582362157
"456",613,-79.31561668,43.87646812,25395.4763985229
"457",617,-79.32115219,43.64629121,5123.35473412343
"458",618,-79.32157623,43.64465339,5121.537419054
"459",619,-79.322482,43.64053562,5158.89777977332
"460",620,-79.322482,43.64053562,5158.89777977332
"461",622,-79.08768664,43.84966184,32286.8556571371
"462",623,-79.08768664,43.84966184,32286.8556571371
"463",624,-79.08768664,43.84966184,32286.8556571371
"464",625,-79.8325616,43.75093624,37647.7796777494
"465",626,-79.8325616,43.75093624,37647.7796777494
"466",627,-79.8325616,43.75093624,37647.7796777494
"467",628,-79.83625065,43.75119366,37939.9916819893
"468",629,-79.83625065,43.75119366,37939.9916819893
"469",630,-79.83625065,43.75119366,37939.9916819893
"470",643,-79.17262891,43.79880748,23445.7557040095
"471",644,-79.17262891,43.79880748,23445.7557040095
"472",645,-79.22295861,43.82565253,23107.3337274648
"473",646,-79.22295861,43.82565253,23107.3337274648
"474",651,-79.30621289,43.66086054,6314.98779342225
"475",652,-79.17053365,43.81624573,24935.7170262477
